client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b2c5757d90eeeb699dd436a0bde9c0edd1fcce670f7c48f230222412b3ad2a2741c01067dc4a299d5cf499aa05b179394f861676a2ebf0d7f2db234c72eaf994	common_voice_fi_24001101.mp3	Mysteerimies oli oppinut moraalinsa taruista, elokuvista ja peleistä.	2	0				fi	
b2c5757d90eeeb699dd436a0bde9c0edd1fcce670f7c48f230222412b3ad2a2741c01067dc4a299d5cf499aa05b179394f861676a2ebf0d7f2db234c72eaf994	common_voice_fi_24001104.mp3	Äänestin mietinnön puolesta!	2	0				fi	
b2c5757d90eeeb699dd436a0bde9c0edd1fcce670f7c48f230222412b3ad2a2741c01067dc4a299d5cf499aa05b179394f861676a2ebf0d7f2db234c72eaf994	common_voice_fi_24001122.mp3	Vain tuntia aikaisemmin olimme mieheni kanssa tunteneet suurinta iloa.	2	0				fi	
0525d5549e0afaeaf3676f08a0fec54679beea533ad9eba2bd8a15f2c6303026a49fe8ffacb59feda84e6a30d1bd502a93f65c7cbf0c0fe65c8f37e8f4055bca	common_voice_fi_23997016.mp3	Ensimmäiselle miehelle sai kolme lasta.	2	0				fi	
0525d5549e0afaeaf3676f08a0fec54679beea533ad9eba2bd8a15f2c6303026a49fe8ffacb59feda84e6a30d1bd502a93f65c7cbf0c0fe65c8f37e8f4055bca	common_voice_fi_23997032.mp3	Äänestin mietinnön puolesta, sillä pohjimmiltaan siinä vastustetaan tätä suuntausta.	2	0				fi	
0525d5549e0afaeaf3676f08a0fec54679beea533ad9eba2bd8a15f2c6303026a49fe8ffacb59feda84e6a30d1bd502a93f65c7cbf0c0fe65c8f37e8f4055bca	common_voice_fi_23997034.mp3	Tähdenlentojenko varalta minä sen olisin tänne kuskannut?	2	0				fi	
0525d5549e0afaeaf3676f08a0fec54679beea533ad9eba2bd8a15f2c6303026a49fe8ffacb59feda84e6a30d1bd502a93f65c7cbf0c0fe65c8f37e8f4055bca	common_voice_fi_23997037.mp3	Siitä se tulee.	2	0				fi	
0525d5549e0afaeaf3676f08a0fec54679beea533ad9eba2bd8a15f2c6303026a49fe8ffacb59feda84e6a30d1bd502a93f65c7cbf0c0fe65c8f37e8f4055bca	common_voice_fi_23997041.mp3	Niin, kuuluu kirous, ja kauhea karjaisu.	2	0				fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651907.mp3	Arkit kun ovat näes elementtirakenteisia.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651908.mp3	Jäin aluksen sisään, mutta kuulin oven läpi, että ulkopuolella alkoi tapahtua.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651909.mp3	En ymmärrä, voisitko toistaa	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651910.mp3	Äänestin kuitenkin mietintöä vastaan, koska siinä puolletaan aborttia.	2	0	twenties	female		fi	
26620174910afa474ffbfc864e0bc1b02d04a41cb879fb31bad17be72c91f0b32cba5e67b56da970f8fea1dbfc0b4a2789fab3259ac9195a7119ad75ddfff461	common_voice_fi_23651911.mp3	Hänellä oli omia hinaajia ja proomuja, jotka kuljettivat puuta Laatokan yli Pietariin	2	0	twenties	female		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715955.mp3	en saisi kertoa heille kaikkea.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715956.mp3	Äänestäessämme tänään energiatehokkuudesta harppaamme todellisen askeleen eteenpäin.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715957.mp3	Perunat ovat aikoja sitten keitetyt.	2	0	twenties	male		fi	
50a9295d6eddf33753f1cfa53ecb381c5a3ebd889869fecb40e364b638b319891cf49752390575406dad2e1ee03dea9670540ba3361d92c91aa6b9a01f92fc1b	common_voice_fi_23715958.mp3	Liisa oli mielestään kuin turvan takana.	2	0	twenties	male		fi	
